"","x"
"287","   Moral of  AssemblyElections2018    No more  Modi wave     EVMs working fine    ElectionCommissionOfIndia  is no more   "
"288","   Moral of  AssemblyElections2018    No more  Modi wave     EVMs working fine    ElectionCommissionOfIndia  is no more   "
"289","   Moral of  AssemblyElections2018    No more  Modi wave     EVMs working fine    ElectionCommissionOfIndia  is no more   "
"290","   Moral of  AssemblyElections2018    No more  Modi wave     EVMs working fine    ElectionCommissionOfIndia  is no more   "
"291","   Moral of  AssemblyElections2018    No more  Modi wave     EVMs working fine    ElectionCommissionOfIndia  is no more   "
"292","   Moral of  AssemblyElections2018    No more  Modi wave     EVMs working fine    ElectionCommissionOfIndia  is no more   "
"293","   Moral of  AssemblyElections2018    No more  Modi wave     EVMs working fine    ElectionCommissionOfIndia  is no more   "
"294","   Moral of  AssemblyElections2018    No more  Modi wave     EVMs working fine    ElectionCommissionOfIndia  is no more   "
"295","   Moral of  AssemblyElections2018    No more  Modi wave     EVMs working fine    ElectionCommissionOfIndia  is no more   "
"296","   Moral of  AssemblyElections2018    No more  Modi wave     EVMs working fine    ElectionCommissionOfIndia  is no more   "
"297","   Moral of  AssemblyElections2018    No more  Modi wave     EVMs working fine    ElectionCommissionOfIndia  is no more   "
"298","   Moral of  AssemblyElections2018    No more  Modi wave     EVMs working fine    ElectionCommissionOfIndia  is no more   "
"299","   Moral of  AssemblyElections2018    No more  Modi wave     EVMs working fine    ElectionCommissionOfIndia  is no more   "
"300","   Moral of  AssemblyElections2018    No more  Modi wave     EVMs working fine    ElectionCommissionOfIndia  is no more   "
"301","   Moral of  AssemblyElections2018    No more  Modi wave     EVMs working fine    ElectionCommissionOfIndia  is no more   "
"302","   Moral of  AssemblyElections2018    No more  Modi wave     EVMs working fine    ElectionCommissionOfIndia  is no more   "
"303","   Moral of  AssemblyElections2018    No more  Modi wave     EVMs working fine    ElectionCommissionOfIndia  is no more   "
"304","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"305","   PM  Modi had announced that he would provide Electricity for All   Now that the deadline is near  amp  no work has been done  "
"306","   Moral of  AssemblyElections2018    No more  Modi wave     EVMs working fine    ElectionCommissionOfIndia  is no more   "
"307","   Moral of  AssemblyElections2018    No more  Modi wave     EVMs working fine    ElectionCommissionOfIndia  is no more   "
"308","   Moral of  AssemblyElections2018    No more  Modi wave     EVMs working fine    ElectionCommissionOfIndia  is no more   "
"309","   Moral of  AssemblyElections2018    No more  Modi wave     EVMs working fine    ElectionCommissionOfIndia  is no more   "
"310","   Moral of  AssemblyElections2018    No more  Modi wave     EVMs working fine    ElectionCommissionOfIndia  is no more   "
"311","   Moral of  AssemblyElections2018    No more  Modi wave     EVMs working fine    ElectionCommissionOfIndia  is no more   "
"312","   Moral of  AssemblyElections2018    No more  Modi wave     EVMs working fine    ElectionCommissionOfIndia  is no more   "
"313","   Moral of  AssemblyElections2018    No more  Modi wave     EVMs working fine    ElectionCommissionOfIndia  is no more   "
"314","   Moral of  AssemblyElections2018    No more  Modi wave     EVMs working fine    ElectionCommissionOfIndia  is no more   "
"315","   Moral of  AssemblyElections2018    No more  Modi wave     EVMs working fine    ElectionCommissionOfIndia  is no more   "
"316","   Moral of  AssemblyElections2018    No more  Modi wave     EVMs working fine    ElectionCommissionOfIndia  is no more   "
"317","   Moral of  AssemblyElections2018    No more  Modi wave     EVMs working fine    ElectionCommissionOfIndia  is no more   "
"318","   90  beneficiaries of     Free Aawas  shauchalay  gas  mediclaim is Muslim   Da  "
"319","At least     one thing is proved now  cow only gives milk   not votes     Results2018  AssemblyElections2018   Modi "
"320","   This  December2018  Delhi crowd sounds ominously similar to the  December1992 vandals at  Ayodhya  If anybody cares for "
"321","   The good show put up by the  in the assembly polls in  Rajasthan   MadhyaPradesh and  Chhattisgarh makes one th "
"322","  Modi is the biggest lier of India  So the  BJP is defeating in the  VidhanSabha election "
"323","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"324","I sincerely hope now at least the EVM theory is put into dustbin                          MadhyaPradeshElections2018  "
"325","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"326","   Mr Narendra  Modi  please apologize  We will not let you get away with your cheap barbs again and again  You have humiliated "
"327","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"328","   Moral of  AssemblyElections2018    No more  Modi wave     EVMs working fine    ElectionCommissionOfIndia  is no more   "
"329","   The good show put up by the  in the assembly polls in  Rajasthan   MadhyaPradesh and  Chhattisgarh makes one th "
"330","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"331","Moral of  AssemblyElections2018    No more  Modi wave     EVMs working fine    ElectionCommissionOfIndia  is no mor  "
"332","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"333","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"334","   This is the second time a retired  transferred officer has been assigned on a case  is  "
"335","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"336","Is it the masterstroke by  Modi so that Rahul Gandhi remain as the opposition s PM candidate for 2019   copied  "
"337","Not defending  Rafale with tooth and nail was a major blunder from  Modi He simply allowed Congress to spread the l  "
"338","   The good show put up by the  in the assembly polls in  Rajasthan   MadhyaPradesh and  Chhattisgarh makes one th "
"339","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"340","As expected this  PappuMutra drinking durbari bootlicking  Presstitute is showing her hate for  Modi              Results2018  "
"341"," Shame  on  Modi to use the word  Vidhwa for any woman     it s like calling bind a blind      Modi w  "
"342","   Many members of the  NDA have either quit the alliance or are at odds with the Modi  government  will this set  Modi up for a "
"343","   The good show put up by the  in the assembly polls in  Rajasthan   MadhyaPradesh and  Chhattisgarh makes one th "
"344","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"345","   The good show put up by the  in the assembly polls in  Rajasthan   MadhyaPradesh and  Chhattisgarh makes one th "
"346","   The good show put up by the  in the assembly polls in  Rajasthan   MadhyaPradesh and  Chhattisgarh makes one th "
"347","Dear  Arnab Goswami  Your Big question has been answered  Modi Vs Who       Modi Vs  Nehru   Results2018"
"348","   The good show put up by the  in the assembly polls in  Rajasthan   MadhyaPradesh and  Chhattisgarh makes one th "
"349"," Modi should apologise "
"350"," Results2018 I pray to all  BJP leadership save  Modi in  2019Elections otherwise   India would be loser because fa  "
"351","   Ooops  even after  Modi n  AmithShah campaign in  Telangana 5 sitting  BJP MLAs are trailing  including Kishan Reddy  La "
"352","Bank of  India    Modi wins Pyrrhic victory in ousting of RBI chief Patel  He resigned after a tense stand off with  "
"353","The biggest failure of  Modi is being soft on corruption cases  By now  most of the UPA scamsters should have been  "
"354","   Ooops  even after  Modi n  AmithShah campaign in  Telangana 5 sitting  BJP MLAs are trailing  including Kishan Reddy  La "
"355"," 90  beneficiaries of     Free Aawas  shauchalay  gas  mediclaim is Muslim   Dalit        who gives g  "
"356","   After EC  CVC  CBI  ED  Lokpal  amp  SC   Modi Govt destroys the autonomy  amp  credibility of one more institution  by forcing ex "
"357","   The good show put up by the  in the assembly polls in  Rajasthan   MadhyaPradesh and  Chhattisgarh makes one th "
"358","   The good show put up by the  in the assembly polls in  Rajasthan   MadhyaPradesh and  Chhattisgarh makes one th "
"359","Mukesh Ambani ke beti ke shadi par  Modi naay nahi perform kia or that smoll  small  guy was bz serving tea  Rafale overpass was done "
"360","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"361"," sir u r handling him very well  he   is only trying to defame  Modi ji and  Yogiji"
"362","                                                     Modi saved him first by sending him out of Nation  Now the Mal  "
"363","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"364","Who will be NEXT Prime Minister of INDIA     ElectionResults2018  Election2018  ChandrababuNaidu  Congress  BJP  "
"365","    Modi s repugnant  crude and cheap remarks against Mrs Sonia Gandhi is hardly surprising  He once called her a Jersey cow  H "
"366","   Cabinet Minister  UpendraKushwaha quits  saying that PM  Modi did not live upto people s expectations   He also said inves "
"367","   The good show put up by the  in the assembly polls in  Rajasthan   MadhyaPradesh and  Chhattisgarh makes one th "
"368","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"369","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"370","PM s statement ahead of Winter Session of Parliament   modi  narendramodi  primeminister  "
"371","   Ooops  even after  Modi n  AmithShah campaign in  Telangana 5 sitting  BJP MLAs are trailing  including Kishan Reddy  La "
"372","   The good show put up by the  in the assembly polls in  Rajasthan   MadhyaPradesh and  Chhattisgarh makes one th "
