"","x"
"293","   Nobody in any studio is calling    pappu today  Like a wise man had once said   first they ignore you  then r "
"294","   Nobody in any studio is calling    pappu today  Like a wise man had once said   first they ignore you  then r "
"295","Great    Now we can say we will have either rahul gandhi as PM or modi as PM  ElectionResults2018  RahulGandhi  AssemblyElection2018"
"296","   Congress wins Rajasthan and Chhattisgarh  but Rahul Gandhi s report card is all red            "
"297","   Rajasthan and Chhattisgarh in the bag   RahulGandhi now is fighting corrupt Narendra Modi for the heart of India   Madhya "
"298","   Nobody in any studio is calling    pappu today  Like a wise man had once said   first they ignore you  then r "
"299","   Nobody in any studio is calling    pappu today  Like a wise man had once said   first they ignore you  then r "
"300","   Moral of  AssemblyElections2018    No more  Modi wave     EVMs working fine    ElectionCommissionOfIndia  is no more   "
"301","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"302","    AssemblyElections2018    no term like  Modi wave exist    EVMs working fine if bjp loss    ElectionCommissionOfIndia  is n "
"303","   Congrats  RahulGandhi "
"304","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"305","   A day before the crucial opposition meeting in Delhi   DMK president M K Stalin met  Congress chief  RahulGandhi and UPA chai "
"306","   Nobody in any studio is calling    pappu today  Like a wise man had once said   first they ignore you  then r "
"307","So the verdict today clearly asks the BJP RSS Modi Shah to suck it up  India is far better without them  Go strong  "
"308","     First they ignore you  then they laugh at you   then they attack you  then you Win     RahulGandhi   Congress  Congres "
"309","   Nobody in any studio is calling    pappu today  Like a wise man had once said   first they ignore you  then r "
"310","It s seems like pappu paas hogaya  RahulGandhi  RajasthanElections2018  Results2018"
"311","   Nobody in any studio is calling    pappu today  Like a wise man had once said   first they ignore you  then r "
"312","   Nobody in any studio is calling    pappu today  Like a wise man had once said   first they ignore you  then r "
"313","   Congratulations to  President  ji on completion of 1 year in office  Your vision  amp  commitment towards na "
"314","   Congress wins Rajasthan and Chhattisgarh  but Rahul Gandhi s report card is all red            "
"315","    said  is not a politician usku mu pe politics thopi gayi hai but the young man turning the things "
"316","   Nobody in any studio is calling    pappu today  Like a wise man had once said   first they ignore you  then r "
"317","Since morning eyes are on election results as if the winner party would give me the job tomorrow morning                               "
"318","    Results2018   YogiAdityanath  AmitShah  RahulGandhi  BJP                 upsi2016 What you often plan  doesnt always bec "
"319","   Nobody in any studio is calling    pappu today  Like a wise man had once said   first they ignore you  then r "
"320","   Congress wins Rajasthan and Chhattisgarh  but Rahul Gandhi s report card is all red            "
"321","   Nobody in any studio is calling    pappu today  Like a wise man had once said   first they ignore you  then r "
"322"," said  is not a politician usku mu pe politics thopi gayi hai but the young man turning the  "
"323","   Rajasthan and Chhattisgarh in the bag   RahulGandhi now is fighting corrupt Narendra Modi for the heart of India   Madhya "
"324","   Nobody in any studio is calling    pappu today  Like a wise man had once said   first they ignore you  then r "
"325","   Nobody in any studio is calling    pappu today  Like a wise man had once said   first they ignore you  then r "
"326","   Can any one educate me that what is forcing most senior seasoned  amp  experienced politicians from across political spectrum "
"327"," Results2018  A value addition to  RahulGandhi cv ahead of Lok Sabha election 2019 "
"328","Congress wins Rajasthan and Chhattisgarh  but Rahul Gandhi s report card is all red       "
"329","   Nobody in any studio is calling    pappu today  Like a wise man had once said   first they ignore you  then r "
"330","   Nobody in any studio is calling    pappu today  Like a wise man had once said   first they ignore you  then r "
"331","   Rajasthan and Chhattisgarh in the bag   RahulGandhi now is fighting corrupt Narendra Modi for the heart of India   Madhya "
"332","five states election result boosts goa pradesh congress morale  lokmat  goa  girishchodankar  rahulgandhi  congress "
"333"," RahulGandhi this is the moment  Rebuild institutions schools colleges with state support and not indulge in privat  "
"334"," RahulGandhi congratulations for this great landslide victory and road ahead for 2019 "
"335","   Nobody in any studio is calling    pappu today  Like a wise man had once said   first they ignore you  then r "
"336","   Nobody in any studio is calling    pappu today  Like a wise man had once said   first they ignore you  then r "
"337","Biggest motivation of century  If  RahulGandhi can succeed  why can t we   KeepTrying  MadhyaPradeshElections2018  "
"338"," Congress unbelievable performance improvement from 2014 to 2018  what not can be done on earth   RahulGandhi you w  "
"339"," RahulGandhi  CongressIsWinning   wins  Rajasthan  Thrashing  by 35 seats  SachinPilot  "
"340","   Nobody in any studio is calling    pappu today  Like a wise man had once said   first they ignore you  then r "
"341"," RahulGandhi s grinny charm  anti incumbency  crippling autonomy of  CBI   RBI and other institutions   Rafael  sca  "
"342","   Nobody in any studio is calling    pappu today  Like a wise man had once said   first they ignore you  then r "
"343","   Congratulations to  President  ji on completion of 1 year in office  Your vision  amp  commitment towards na "
"344","Indeed     Pappu can dance saala    RahulGandhi  Grtwin  ElectionResults2018    Expectation from  "
"345","   Nobody in any studio is calling    pappu today  Like a wise man had once said   first they ignore you  then r "
"346","     First they ignore you  then they laugh at you   then they attack you  then you Win     RahulGandhi   Congress  Congres "
"347","   Nobody in any studio is calling    pappu today  Like a wise man had once said   first they ignore you  then r "
"348"," ElectionResults2018   wins and 2nd major party turns out to be    RahulGandhi  "
"349"," RahulGandhi people  are looking  for new leadrship  SachinPilot and   should  be CM in both state"
"350","   Nobody in any studio is calling    pappu today  Like a wise man had once said   first they ignore you  then r "
"351","   Nobody in any studio is calling    pappu today  Like a wise man had once said   first they ignore you  then r "
"352","   Nobody in any studio is calling    pappu today  Like a wise man had once said   first they ignore you  then r "
"353","   Rajasthan and Chhattisgarh in the bag   RahulGandhi now is fighting corrupt Narendra Modi for the heart of India   Madhya "
"354","   Nobody in any studio is calling    pappu today  Like a wise man had once said   first they ignore you  then r "
"355","   Rajasthan and Chhattisgarh in the bag   RahulGandhi now is fighting corrupt Narendra Modi for the heart of India   Madhya "
"356","Warm wishes to the young face of Indian politics Shri  RAHUL GANDHI on the historic come back in Rajasthan  Madhya  "
"357","   Three  not two  cheers for  RahulGandhi and a big lesson for  Modi   strikes  In short  the results show  the BJP  "
"358","   Nobody in any studio is calling    pappu today  Like a wise man had once said   first they ignore you  then r "
"359","Unluckiest alliance of  TelanganaElections2018     Loosersssssss           Narachandrababunaidu  RahulGandhi  "
"360","Rajasthan and Chhattisgarh in the bag   RahulGandhi now is fighting corrupt Narendra Modi for the heart of India    "
"361","   Nobody in any studio is calling    pappu today  Like a wise man had once said   first they ignore you  then r "
"362","  I would disagree  This is more of a victory of the regional leaders   Pilot  Kamal Nath  e  "
"363"," Results2018 Congrats Congress and Rahul Gandhi as he is the party president  Many congratulations    "
"364","   Nobody in any studio is calling    pappu today  Like a wise man had once said   first they ignore you  then r "
"365","   Moral of  AssemblyElections2018    No more  Modi wave     EVMs working fine    ElectionCommissionOfIndia  is no more   "
"366","Reincarnation for  RahulGandhi and  Congress    Results2018  AssemblyElections2018"
