"","x"
"304"," RSS sud try another brand or face to save  BJP erected by  Vajpayee n    Gradually  Modi is loosing his l  "
"305","   Even known  baiters haters in Media like      arnabgoswami etc "
"306","Rajasthan Election Results Latest Updates 2018   Resutls2018  RajasthanElections2018  Modi  "
"307","Murmur of  dissent in  BJP  Sanjay Kakde Bjp MP attacks  Modi   Says     Party has forgotten  development and must  "
"308"," AIMIM means All India Majlis e Ittehad ul Muslimeen but people have understood it as  All India Majlis e Ittehad ul  Modi"
"309"," MODI WAVE OVER    "
"310","  What an idea  Modi  ji       RIP BJP                                                  "
"311"," AssemblyElections2018 Results  As the election results pour  Twitter takes on  Modi praises  RahulGandhi  say  ab  "
"312","   Followers of  BJP  take a lesson from these results and gear up for  Mission360   Leaders need our wholehearted support  For t "
"313","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"314"," India s ruling party could lose power in three key states  four TV networks said  citing votecount leads  potentia  "
"315","   Even known  baiters haters in Media like      arnabgoswami etc "
"316","   Retweet if you want to trend Sir   not only on Twitter but also in 2019 elections     Modi hai to Desh hai              "
"317","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"318","   Followers of  BJP  take a lesson from these results and gear up for  Mission360   Leaders need our wholehearted support  For t "
"319","   After EC  CVC  CBI  ED  Lokpal  amp  SC   Modi Govt destroys the autonomy  amp  credibility of one more institution  by forcing ex "
"320","     Farmers don t care about how much  knows about farming but would judge what all PM  Modi has done for them "
"321","   Retweet if you want to trend Sir   not only on Twitter but also in 2019 elections     Modi hai to Desh hai              "
"322","Single Day but Double Heart Attack for  Modi  Today morning Upendra Kushwaha resigned from Union Cabinet  withdraw  "
"323","    India s  Modi stares at biggest election loss since coming to power   Reuters "
"324","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"325","                                        Murmur of  dissent in  BJP  Sanjay Kakde Bjp MP attacks  Modi   Says     Party has forgotten  development and must s "
"326","For sure the results r not good 4  BJP     They wd hv expected better than what they will get today  2019  The bigg  "
"327","Many of the youth today don t understand the experience of our elders how much they ve had to rot for 60 years unde  "
"328","Election Results  BJP Koi baat Nahi kahani Abhi baki hai mere dost 2019 ko  MODI phir ayega or all the country my p  "
"329","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"330"," BJP is continuously dipping down under the leadership of  Modi n  since 2017 Will  AmitShah resign for hi  "
"331","Forget Development  Ram Temple  Hindutva  Nationalism  Naxalism  Terrorism to win election  All are irrelevant for  "
"332","   Moral of  AssemblyElections2018    No more  Modi wave     EVMs working fine    ElectionCommissionOfIndia  is no more   "
"333","  Modi will never surrender "
"334","     Farmers don t care about how much  knows about farming but would judge what all PM  Modi has done for them "
"335","   Another exemplary feat by  Modi  government  After the 182 metre  StatueofUnity  the  NortheastFrontierRailway  NFR  has now "
"336","   Another exemplary feat by  Modi  government  After the 182 metre  StatueofUnity  the  NortheastFrontierRailway  NFR  has now "
"337","   Another exemplary feat by  Modi  government  After the 182 metre  StatueofUnity  the  NortheastFrontierRailway  NFR  has now "
"338","   Another exemplary feat by  Modi  government  After the 182 metre  StatueofUnity  the  NortheastFrontierRailway  NFR  has now "
"339","                                        Murmur of  dissent in  BJP  Sanjay Kakde Bjp MP attacks  Modi   Says     Party has forgotten  development and must s "
"340","                                        Murmur of  dissent in  BJP  Sanjay Kakde Bjp MP attacks  Modi   Says     Party has forgotten  development and must s "
"341","               What was the character name of  TamannaahBhatia in the movie  Bahubali   Answer  amp  Win  RealmeU1 on    "
"342","   Everyday 10 000 people are getting healthcare through  AyushmanBharat scheme  It is 4 6 lakh in 6 weeks  It may go upto "
"343","   Get ready for lot of jumlas from  modi  Few tears and Jan ka sevak dialogues are ready for today s scripts   Mitrooooon don "
"344","            What was the character name of  TamannaahBhatia in the movie  Bahubali   Answer  amp  Win  RealmeU1 on  "
"345","   Moral of  AssemblyElections2018    No more  Modi wave     EVMs working fine    ElectionCommissionOfIndia  is no more   "
"346","                                        Murmur of  dissent in  BJP  Sanjay Kakde Bjp MP attacks  Modi   Says     Party has forgotten  development and must s "
"347","                                        Murmur of  dissent in  BJP  Sanjay Kakde Bjp MP attacks  Modi   Says     Party has forgotten  development and must s "
"348","                                        Murmur of  dissent in  BJP  Sanjay Kakde Bjp MP attacks  Modi   Says     Party has forgotten  development and must s "
"349","                                        Murmur of  dissent in  BJP  Sanjay Kakde Bjp MP attacks  Modi   Says     Party has forgotten  development and must s "
"350","                                        Murmur of  dissent in  BJP  Sanjay Kakde Bjp MP attacks  Modi   Says     Party has forgotten  development and must s "
"351","                                        Murmur of  dissent in  BJP  Sanjay Kakde Bjp MP attacks  Modi   Says     Party has forgotten  development and must s "
"352","     governor  UrjitPatel s resignation a day before Parliament s winter session comes as a shot in the arm for  Congre "
"353","Bhakts be like   This country doesn t deserve a Nationalist man like Modi    MadhyaPradeshElections2018  "
"354","   Followers of  BJP  take a lesson from these results and gear up for  Mission360   Leaders need our wholehearted support  For t "
"355"," BJP  modi tell we mistake on  notebandi  gstcouncil  Devpeloment  jobs  ji tell     "
"356","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"357","   Moral of  AssemblyElections2018    No more  Modi wave     EVMs working fine    ElectionCommissionOfIndia  is no more   "
"358","                                     Murmur of  dissent in  BJP  Sanjay Kakde Bjp MP attacks  Modi   Says     Party has forgotten  development and m  "
"359","   After EC  CVC  CBI  ED  Lokpal  amp  SC   Modi Govt destroys the autonomy  amp  credibility of one more institution  by forcing ex "
"360","     Farmers don t care about how much  knows about farming but would judge what all PM  Modi has done for them "
"361","Whether  Modi has become liability for BJP   results2018"
"362","    Congress  win in  Chhattisgarh  likely win in  Rajasthan  amp  neck and neck contest in  MadhyaPradesh shows that voters have "
"363","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"364","   Banker Uday Kotak says  demonetisation was poorly executed   Economists  Businessmen  Bureaucrats  Bankers  amp  accomplished "
"365","PUSPRAJGARH   MP BJP leading by 27 votes only     2 30pm Update     MadhyaPradesh  ElectionResults2018  Modi  BJP  Congress"
"366"," leading  in all 5 states  EVMs suddenly started working fine   agent Election Comm  "
"367","Tell me something  are we like  Modi of india trying to freeze corrupt money by this  "
"368"," I agree with Mr  Sanjay Raut    Ye 2019 me Rahul   Opposition   Bivishan VS  Modi hoga  Chances are      "
"369","    Modi  s logic  It is called the Reserve Bank of India  so I will take their reserves  Simple "
"370","Has  modi lost his charm   Results2018  AssemblyElections2018  MadhyaPradeshElections2018  ResultsWithNDTV  "
"371","   Retweet if you want to trend Sir   not only on Twitter but also in 2019 elections     Modi hai to Desh hai              "
"372","    I always support ur views but I do believe that if  Hindus can t ge  "
"373","    India s  Modi stares at biggest election loss since coming to power   Reuters "
"374","   After EC  CVC  CBI  ED  Lokpal  amp  SC   Modi Govt destroys the autonomy  amp  credibility of one more institution  by forcing ex "
"375","    India s  Modi stares at biggest election loss since coming to power   Reuters "
"376","Choose wisely  Mr  Modi   Results2018  Modi  ModiGetsMallya  VijayMallya  MallyaExtraditionVerdict  "
"377","   Retweet if you want to trend Sir   not only on Twitter but also in 2019 elections     Modi hai to Desh hai              "
"378","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"379","   Best explanation why  Modi can t be defeated in  Election2019       "
"380","    Congress  win in  Chhattisgarh  likely win in  Rajasthan  amp  neck and neck contest in  MadhyaPradesh shows that voters have "
"381","   Followers of  BJP  take a lesson from these results and gear up for  Mission360   Leaders need our wholehearted support  For t "
"382","    Modi  s logic  It is called the Reserve Bank of India  so I will take their reserves  Simple "
"383"," India s  Modi stares at biggest election loss since coming to power   Reuters "
"384","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"385","    Congress  win in  Chhattisgarh  likely win in  Rajasthan  amp  neck and neck contest in  MadhyaPradesh shows that voters have "
"386","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"387","   Moral of  AssemblyElections2018    No more  Modi wave     EVMs working fine    ElectionCommissionOfIndia  is no more   "
